FILENAME;\Hard Disk2\Result\yeast_20180629_140317.csv
PROTOCOL;yeast
FILE_VERSION;3.3;
DATE START;2018-06-29;14:03:04
DATE END;2018-07-02;13:52:01;;Last Reading;224;Timestamp;260210432                      
DEVICE;BL063-CX_0FFE42
USER;fabian;COMMENT;no comment available
PLATETYPE;MTP-48-Flowerplate;LOT;UNKOWN
MTP ROWS;6
MTP COLUMNS;8
FILTERSETS;3;REFERENCE_MODE;2;MULTI_PMT;1;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
C65;A08;X8;;3;20.75518;137.18;0.0;0.00;30.10;83.46;13.42;0.00;
C65;B08;X16;;3;20.75718;142.77;0.0;0.00;30.00;83.39;13.43;0.00;
C65;B07;X15;;3;20.75925;134.17;0.0;0.00;30.10;83.35;13.41;0.00;
C65;B06;X14;;3;20.76140;136.85;0.0;0.00;30.00;83.27;13.42;0.00;
C65;B05;X13;;3;20.76343;135.56;0.0;0.00;30.10;83.20;13.42;0.00;
C65;B04;X12;;3;20.76544;168.06;0.0;0.00;30.00;83.28;13.42;0.00;
C65;B03;X11;;3;20.76747;158.48;0.0;0.00;30.00;83.20;13.42;0.00;
C65;B02;X10;;3;20.76948;166.78;0.0;0.00;30.10;83.01;13.42;0.00;
C65;B01;X9;;3;20.77146;161.36;0.0;0.00;30.00;82.94;13.44;0.00;
C65;C01;X17;;3;20.77345;157.37;0.0;0.00;30.00;82.94;13.43;0.00;
C65;C02;X18;;3;20.77541;165.74;0.0;0.00;30.00;82.84;13.43;0.00;
C65;C03;X19;;3;20.77739;158.17;0.0;0.00;30.00;82.69;13.42;0.00;
C65;C04;X20;;3;20.77940;169.20;0.0;0.00;30.00;82.70;13.43;0.00;
C65;C05;X21;;3;20.78137;134.62;0.0;0.00;30.00;82.69;13.44;0.00;
C65;C06;X22;;3;20.78335;138.09;0.0;0.00;30.00;82.66;13.43;0.00;
C65;C07;X23;;3;20.78535;144.69;0.0;0.00;30.00;82.50;13.44;0.00;
C65;C08;X24;;3;20.78734;139.90;0.0;0.00;30.00;82.56;13.43;0.00;
C65;D08;X32;;3;20.78936;142.63;0.0;0.00;30.00;82.61;13.44;0.00;
C65;D07;X31;;3;20.79134;142.23;0.0;0.00;30.00;82.42;13.44;0.00;
C65;D06;X30;;3;20.79335;150.97;0.0;0.00;30.00;82.36;13.44;0.00;
C65;D05;X29;;3;20.79532;148.96;0.0;0.00;30.00;82.48;13.44;0.00;
C65;D04;X28;;3;20.79730;188.96;0.0;0.00;29.90;82.49;13.42;0.00;
C65;D03;X27;;3;20.79929;160.55;0.0;0.00;29.90;82.42;13.43;0.00;
C65;D02;X26;;3;20.80128;191.06;0.0;0.00;29.90;82.56;13.43;0.00;
C65;D01;X25;;3;20.80328;153.27;0.0;0.00;29.90;82.55;13.44;0.00;
C65;E01;X33;;3;20.80528;146.31;0.0;0.00;29.90;82.57;13.50;0.00;
C65;E02;X34;;3;20.80728;181.39;0.0;0.00;29.90;82.63;13.44;0.00;
C65;E03;X35;;3;20.80925;158.03;0.0;0.00;29.90;82.74;13.43;0.00;
C65;E04;X36;;3;20.81121;187.90;0.0;0.00;29.90;82.81;13.43;0.00;
C65;E05;X37;;3;20.81323;149.60;0.0;0.00;29.90;82.84;13.44;0.00;
C65;E06;X38;;3;20.81522;148.30;0.0;0.00;29.90;82.95;13.45;0.00;
C65;E07;X39;;3;20.81721;145.23;0.0;0.00;29.90;83.02;13.42;0.00;
C65;E08;X40;;3;20.81919;141.78;0.0;0.00;29.90;83.01;13.43;0.00;
C65;F08;X48;;3;20.82121;237.50;0.0;0.00;29.90;83.07;13.44;0.00;
C65;F07;X47;;3;20.82323;140.66;0.0;0.00;29.90;83.08;13.50;0.00;
C65;F06;X46;;3;20.82523;141.88;0.0;0.00;29.90;83.13;13.44;0.00;
C65;F05;X45;;3;20.82723;140.48;0.0;0.00;29.90;83.14;13.44;0.00;
C65;F04;X44;;3;20.82924;204.16;0.0;0.00;29.90;83.21;13.45;0.00;
C65;F03;X43;;3;20.83122;155.99;0.0;0.00;29.90;83.27;13.43;0.00;
C65;F02;X42;;3;20.83323;173.64;0.0;0.00;29.90;83.20;13.50;0.00;
C65;F01;X41;;3;20.83522;150.44;0.0;0.00;29.90;83.34;13.44;0.00;
R;;;;1;20.84458;94.20;0.0;30.68;29.90;83.86;13.44;0.00;test measure for referencing with gain 22 and 9
C66;A01;X1;;1;20.84772;11.00;0.0;0.00;29.90;84.05;13.44;0.00;
C66;A02;X2;;1;20.84970;11.18;0.0;0.00;29.90;84.00;13.43;0.00;
C66;A03;X3;;1;20.85169;11.38;0.0;0.00;29.90;84.06;13.44;0.00;
C66;A04;X4;;1;20.85370;11.40;0.0;0.00;29.90;84.19;13.42;0.00;
C66;A05;X5;;1;20.85571;9.05;0.0;0.00;30.00;84.19;13.43;0.00;
C66;A06;X6;;1;20.85770;9.21;0.0;0.00;29.90;84.20;13.42;0.00;
C66;A07;X7;;1;20.85971;8.63;0.0;0.00;29.90;84.32;13.42;0.00;
C66;A08;X8;;1;20.86170;9.51;0.0;0.00;30.00;84.39;13.42;0.00;
C66;B08;X16;;1;20.86375;10.20;0.0;0.00;29.90;84.37;13.42;0.00;
C66;B07;X15;;1;20.86576;9.33;0.0;0.00;30.00;84.47;13.42;0.00;
C66;B06;X14;;1;20.86778;9.50;0.0;0.00;30.00;84.51;13.42;0.00;
C66;B05;X13;;1;20.86977;9.41;0.0;0.00;30.00;84.59;13.41;0.00;
C66;B04;X12;;1;20.87186;11.76;0.0;0.00;30.00;84.58;13.42;0.00;
C66;B03;X11;;1;20.87385;11.04;0.0;0.00;30.00;84.52;13.42;0.00;
C66;B02;X10;;1;20.87584;11.66;0.0;0.00;30.00;84.58;13.35;0.00;
C66;B01;X9;;1;20.87783;11.24;0.0;0.00;30.10;84.59;13.42;0.00;
C66;C01;X17;;1;20.87987;10.98;0.0;0.00;30.00;84.50;13.43;0.00;
C66;C02;X18;;1;20.88186;11.57;0.0;0.00;30.00;84.45;13.44;0.00;
C66;C03;X19;;1;20.88392;11.02;0.0;0.00;30.00;84.38;13.43;0.00;
C66;C04;X20;;1;20.88595;11.82;0.0;0.00;30.10;84.25;13.40;0.00;
C66;C05;X21;;1;20.88806;9.36;0.0;0.00;30.10;84.18;13.42;0.00;
C66;C06;X22;;1;20.89006;9.60;0.0;0.00;30.10;84.25;13.42;0.00;
C66;C07;X23;;1;20.89204;10.05;0.0;0.00;30.10;84.18;13.43;0.00;
C66;C08;X24;;1;20.89400;9.74;0.0;0.00;30.10;84.18;13.43;0.00;
C66;D08;X32;;1;20.89602;9.97;0.0;0.00;30.10;84.12;13.41;0.00;
C66;D07;X31;;1;20.89798;9.85;0.0;0.00;30.00;84.05;13.43;0.00;
C66;D06;X30;;1;20.89997;10.52;0.0;0.00;30.00;83.99;13.43;0.00;
C66;D05;X29;;1;20.90192;10.40;0.0;0.00;30.10;83.89;13.42;0.00;
C66;D04;X28;;1;20.90393;13.25;0.0;0.00;30.10;83.78;13.43;0.00;
C66;D03;X27;;1;20.90590;11.19;0.0;0.00;30.00;83.65;13.43;0.00;
C66;D02;X26;;1;20.90790;13.39;0.0;0.00;30.10;83.46;13.42;0.00;
C66;D01;X25;;1;20.90986;10.68;0.0;0.00;30.10;83.46;13.42;0.00;
C66;E01;X33;;1;20.91188;10.20;0.0;0.00;30.00;83.53;13.42;0.00;
C66;E02;X34;;1;20.91385;12.68;0.0;0.00;30.00;83.41;13.42;0.00;
C66;E03;X35;;1;20.91584;11.01;0.0;0.00;30.00;83.28;13.43;0.00;
C66;E04;X36;;1;20.91781;13.11;0.0;0.00;30.00;83.35;13.42;0.00;
C66;E05;X37;;1;20.91983;10.42;0.0;0.00;30.00;83.22;13.43;0.00;
C66;E06;X38;;1;20.92185;10.33;0.0;0.00;30.00;83.14;13.42;0.00;
C66;E07;X39;;1;20.92388;10.13;0.0;0.00;30.00;83.15;13.44;0.00;
C66;E08;X40;;1;20.92590;9.88;0.0;0.00;30.00;83.27;13.43;0.00;
C66;F08;X48;;1;20.92797;16.63;0.0;0.00;29.90;83.20;13.43;0.00;
C66;F07;X47;;1;20.93007;9.78;0.0;0.00;29.90;83.06;13.43;0.00;
C66;F06;X46;;1;20.93206;9.88;0.0;0.00;29.90;83.07;13.42;0.00;
C66;F05;X45;;1;20.93405;9.80;0.0;0.00;29.90;83.20;13.43;0.00;
C66;F04;X44;;1;20.93604;14.33;0.0;0.00;29.90;83.27;13.43;0.00;
C66;F03;X43;;1;20.93805;10.93;0.0;0.00;29.90;83.14;13.43;0.00;
C66;F02;X42;;1;20.94004;12.15;0.0;0.00;29.90;83.27;13.43;0.00;
C66;F01;X41;;1;20.94203;10.49;0.0;0.00;29.90;83.26;13.42;0.00;
R;;;;2;20.94750;96.24;0.0;31.33;29.90;83.46;13.44;0.00;test measure for referencing with gain 22 and 9
C66;A01;X1;;2;20.95255;47.68;0.0;0.00;29.90;83.63;13.44;0.00;
C66;A02;X2;;2;20.95461;48.53;0.0;0.00;29.90;83.65;13.44;0.00;
C66;A03;X3;;2;20.95658;49.47;0.0;0.00;29.90;83.78;13.43;0.00;
C66;A04;X4;;2;20.95855;49.54;0.0;0.00;29.90;83.72;13.42;0.00;
C66;A05;X5;;2;20.96054;39.12;0.0;0.00;29.90;83.73;13.42;0.00;
C66;A06;X6;;2;20.96252;40.09;0.0;0.00;29.90;83.85;13.43;0.00;
C66;A07;X7;;2;20.96449;37.49;0.0;0.00;29.90;84.04;13.43;0.00;
C66;A08;X8;;2;20.96648;41.34;0.0;0.00;29.90;84.17;13.44;0.00;
C66;B08;X16;;2;20.96848;43.66;0.0;0.00;29.90;84.17;13.43;0.00;
C66;B07;X15;;2;20.97052;40.46;0.0;0.00;29.90;84.32;13.42;0.00;
C66;B06;X14;;2;20.97255;41.16;0.0;0.00;29.90;84.31;13.42;0.00;
C66;B05;X13;;2;20.97455;40.87;0.0;0.00;29.90;84.32;13.41;0.00;
C66;B04;X12;;2;20.97656;50.90;0.0;0.00;29.90;84.38;13.43;0.00;
C66;B03;X11;;2;20.97853;47.74;0.0;0.00;29.90;84.53;13.42;0.00;
C66;B02;X10;;2;20.98049;50.45;0.0;0.00;29.90;84.57;13.43;0.00;
C66;B01;X9;;2;20.98245;48.60;0.0;0.00;30.00;84.57;13.42;0.00;
C66;C01;X17;;2;20.98446;47.50;0.0;0.00;30.00;84.76;13.42;0.00;
C66;C02;X18;;2;20.98645;50.14;0.0;0.00;30.00;84.84;13.42;0.00;
C66;C03;X19;;2;20.98846;47.72;0.0;0.00;30.00;84.84;13.42;0.00;
C66;C04;X20;;2;20.99043;51.28;0.0;0.00;30.00;84.89;13.43;0.00;
C66;C05;X21;;2;20.99244;40.56;0.0;0.00;30.00;84.90;13.43;0.00;
C66;C06;X22;;2;20.99442;41.67;0.0;0.00;30.00;84.84;13.42;0.00;
C66;C07;X23;;2;20.99655;43.65;0.0;0.00;30.00;84.72;13.41;0.00;
C66;C08;X24;;2;20.99854;42.23;0.0;0.00;30.00;84.84;13.43;0.00;
C66;D08;X32;;2;21.00057;43.01;0.0;0.00;30.10;84.76;13.41;0.00;
C66;D07;X31;;2;21.00262;42.53;0.0;0.00;30.00;84.64;13.42;0.00;
C66;D06;X30;;2;21.00461;45.45;0.0;0.00;30.00;84.57;13.41;0.00;
C66;D05;X29;;2;21.00664;45.05;0.0;0.00;30.00;84.57;13.41;0.00;
C66;D04;X28;;2;21.00860;57.03;0.0;0.00;30.10;84.50;13.42;0.00;
C66;D03;X27;;2;21.01056;48.43;0.0;0.00;30.00;84.38;13.42;0.00;
C66;D02;X26;;2;21.01262;57.92;0.0;0.00;30.10;84.31;13.41;0.00;
C66;D01;X25;;2;21.01466;46.13;0.0;0.00;30.10;84.31;13.42;0.00;
C66;E01;X33;;2;21.01677;44.25;0.0;0.00;30.00;84.24;13.42;0.00;
C66;E02;X34;;2;21.01877;54.81;0.0;0.00;30.00;84.24;13.43;0.00;
C66;E03;X35;;2;21.02079;47.72;0.0;0.00;30.10;84.12;13.42;0.00;
C66;E04;X36;;2;21.02275;56.65;0.0;0.00;30.10;84.12;13.42;0.00;
C66;E05;X37;;2;21.02478;45.04;0.0;0.00;30.00;83.93;13.42;0.00;
C66;E06;X38;;2;21.02678;44.64;0.0;0.00;30.00;83.86;13.42;0.00;
C66;E07;X39;;2;21.02876;43.87;0.0;0.00;30.00;83.86;13.42;0.00;
C66;E08;X40;;2;21.03078;42.87;0.0;0.00;30.10;83.86;13.43;0.00;
C66;F08;X48;;2;21.03278;71.51;0.0;0.00;30.10;83.79;13.43;0.00;
C66;F07;X47;;2;21.03473;42.49;0.0;0.00;30.00;83.92;13.42;0.00;
C66;F06;X46;;2;21.03670;42.80;0.0;0.00;30.00;83.86;13.43;0.00;
C66;F05;X45;;2;21.03882;42.38;0.0;0.00;30.00;83.72;13.43;0.00;
C66;F04;X44;;2;21.04082;61.83;0.0;0.00;30.00;83.65;13.42;0.00;
C66;F03;X43;;2;21.04281;47.24;0.0;0.00;30.00;83.66;13.43;0.00;
C66;F02;X42;;2;21.04482;52.60;0.0;0.00;30.00;83.66;13.43;0.00;
C66;F01;X41;;2;21.04684;45.55;0.0;0.00;30.00;83.52;13.50;0.00;
R;;;;3;21.05410;96.38;0.0;31.16;30.00;83.65;13.43;0.00;test measure for referencing with gain 22 and 9
C66;A01;X1;;3;21.06133;157.84;0.0;0.00;29.90;83.79;13.42;0.00;
C66;A02;X2;;3;21.06348;160.65;0.0;0.00;29.90;83.92;13.44;0.00;
C66;A03;X3;;3;21.06548;163.06;0.0;0.00;29.90;84.12;13.43;0.00;
C66;A04;X4;;3;21.06749;163.48;0.0;0.00;29.90;84.39;13.42;0.00;
C66;A05;X5;;3;21.06947;129.54;0.0;0.00;30.00;84.64;13.43;0.00;
C66;A06;X6;;3;21.07145;132.30;0.0;0.00;29.90;84.71;13.41;0.00;
C66;A07;X7;;3;21.07345;123.75;0.0;0.00;30.00;84.98;13.42;0.00;
C66;A08;X8;;3;21.07552;136.86;0.0;0.00;30.00;85.23;13.43;0.00;
C66;B08;X16;;3;21.07757;142.68;0.0;0.00;30.00;85.29;13.42;0.00;
C66;B07;X15;;3;21.07965;134.00;0.0;0.00;30.00;85.16;13.42;0.00;
C66;B06;X14;;3;21.08161;136.34;0.0;0.00;29.90;85.16;13.40;0.00;
C66;B05;X13;;3;21.08359;134.97;0.0;0.00;30.00;85.22;13.42;0.00;
C66;B04;X12;;3;21.08558;168.52;0.0;0.00;30.00;85.37;13.41;0.00;
C66;B03;X11;;3;21.08758;158.69;0.0;0.00;30.00;85.55;13.41;0.00;
C66;B02;X10;;3;21.08956;167.08;0.0;0.00;30.00;85.76;13.35;0.00;
C66;B01;X9;;3;21.09157;161.25;0.0;0.00;30.10;86.06;13.35;0.00;
C66;C01;X17;;3;21.09358;157.59;0.0;0.00;30.10;86.32;13.35;0.00;
C66;C02;X18;;3;21.09556;165.96;0.0;0.00;30.10;86.72;13.33;0.00;
C66;C03;X19;;3;21.09756;158.07;0.0;0.00;30.10;86.91;13.33;0.00;
C66;C04;X20;;3;21.09955;169.84;0.0;0.00;30.10;87.05;13.34;0.00;
C66;C05;X21;;3;21.10153;134.27;0.0;0.00;30.10;87.10;13.33;0.00;
C66;C06;X22;;3;21.10350;138.21;0.0;0.00;30.10;87.24;13.33;0.00;
C66;C07;X23;;3;21.10551;144.07;0.0;0.00;30.10;87.10;13.33;0.00;
C66;C08;X24;;3;21.10752;140.06;0.0;0.00;30.10;86.98;13.33;0.00;
C66;D08;X32;;3;21.10952;142.62;0.0;0.00;30.10;86.97;13.31;0.00;
C66;D07;X31;;3;21.11154;141.28;0.0;0.00;30.10;86.80;13.33;0.00;
C66;D06;X30;;3;21.11354;150.55;0.0;0.00;30.10;86.66;13.32;0.00;
C66;D05;X29;;3;21.11552;149.23;0.0;0.00;30.10;86.47;13.34;0.00;
C66;D04;X28;;3;21.11747;189.61;0.0;0.00;30.20;86.34;13.31;0.00;
C66;D03;X27;;3;21.11947;161.14;0.0;0.00;30.10;86.14;13.26;0.00;
C66;D02;X26;;3;21.12145;191.50;0.0;0.00;30.20;85.88;13.32;0.00;
C66;D01;X25;;3;21.12345;153.43;0.0;0.00;30.20;85.88;13.31;0.00;
C66;E01;X33;;3;21.12559;147.25;0.0;0.00;30.10;85.53;13.32;0.00;
C66;E02;X34;;3;21.12761;181.61;0.0;0.00;30.20;85.37;13.31;0.00;
C66;E03;X35;;3;21.12957;158.38;0.0;0.00;30.10;85.15;13.31;0.00;
C66;E04;X36;;3;21.13154;187.91;0.0;0.00;30.20;85.02;13.32;0.00;
C66;E05;X37;;3;21.13351;149.72;0.0;0.00;30.20;84.69;13.32;0.00;
C66;E06;X38;;3;21.13555;147.95;0.0;0.00;30.10;84.70;13.32;0.00;
C66;E07;X39;;3;21.13753;144.92;0.0;0.00;30.20;84.89;13.31;0.00;
C66;E08;X40;;3;21.13952;142.05;0.0;0.00;30.20;84.95;13.32;0.00;
C66;F08;X48;;3;21.14157;239.28;0.0;0.00;30.20;84.95;13.33;0.00;
C66;F07;X47;;3;21.14357;139.97;0.0;0.00;30.20;84.96;13.32;0.00;
C66;F06;X46;;3;21.14555;141.43;0.0;0.00;30.20;84.95;13.31;0.00;
C66;F05;X45;;3;21.14758;139.90;0.0;0.00;30.20;84.89;13.32;0.00;
C66;F04;X44;;3;21.14958;204.31;0.0;0.00;30.20;84.76;13.34;0.00;
C66;F03;X43;;3;21.15158;156.47;0.0;0.00;30.20;84.69;13.32;0.00;
C66;F02;X42;;3;21.15359;173.89;0.0;0.00;30.20;84.63;13.31;0.00;
C66;F01;X41;;3;21.15559;151.00;0.0;0.00;30.20;84.50;13.33;0.00;
R;;;;1;21.16499;98.02;0.0;32.22;30.20;84.42;13.32;0.00;test measure for referencing with gain 22 and 9
C67;A01;X1;;1;21.16805;10.99;0.0;0.00;30.20;84.30;13.34;0.00;
C67;A02;X2;;1;21.17017;11.21;0.0;0.00;30.20;84.30;13.33;0.00;
C67;A03;X3;;1;21.17216;11.36;0.0;0.00;30.20;84.18;13.33;0.00;
C67;A04;X4;;1;21.17415;11.43;0.0;0.00;30.20;84.05;13.35;0.00;
C67;A05;X5;;1;21.17616;8.99;0.0;0.00;30.20;83.99;13.34;0.00;
C67;A06;X6;;1;21.17823;9.21;0.0;0.00;30.20;83.91;13.35;0.00;
C67;A07;X7;;1;21.18024;8.60;0.0;0.00;30.20;83.65;13.34;0.00;
C67;A08;X8;;1;21.18225;9.50;0.0;0.00;30.20;83.55;13.34;0.00;
C67;B08;X16;;1;21.18425;9.91;0.0;0.00;30.10;83.39;13.35;0.00;
C67;B07;X15;;1;21.18633;9.34;0.0;0.00;30.10;83.31;13.34;0.00;
C67;B06;X14;;1;21.18833;9.47;0.0;0.00;30.10;83.14;13.34;0.00;
C67;B05;X13;;1;21.19036;9.36;0.0;0.00;30.10;83.11;13.35;0.00;
C67;B04;X12;;1;21.19240;11.76;0.0;0.00;30.10;83.07;13.35;0.00;
C67;B03;X11;;1;21.19441;11.03;0.0;0.00;30.10;83.01;13.41;0.00;
C67;B02;X10;;1;21.19648;11.66;0.0;0.00;30.10;82.94;13.35;0.00;
C67;B01;X9;;1;21.19845;11.23;0.0;0.00;30.10;82.96;13.41;0.00;
C67;C01;X17;;1;21.20058;10.97;0.0;0.00;30.10;82.94;13.42;0.00;
C67;C02;X18;;1;21.20256;11.59;0.0;0.00;30.10;82.88;13.41;0.00;
C67;C03;X19;;1;21.20458;11.01;0.0;0.00;30.10;82.87;13.42;0.00;
C67;C04;X20;;1;21.20655;11.84;0.0;0.00;30.10;82.87;13.41;0.00;
C67;C05;X21;;1;21.20854;9.31;0.0;0.00;30.10;82.74;13.41;0.00;
C67;C06;X22;;1;21.21052;9.55;0.0;0.00;30.10;82.69;13.41;0.00;
C67;C07;X23;;1;21.21250;10.00;0.0;0.00;30.10;82.68;13.42;0.00;
C67;C08;X24;;1;21.21450;9.71;0.0;0.00;30.10;82.81;13.41;0.00;
C67;D08;X32;;1;21.21651;9.92;0.0;0.00;30.10;82.74;13.41;0.00;
C67;D07;X31;;1;21.21848;9.80;0.0;0.00;30.00;82.73;13.42;0.00;
C67;D06;X30;;1;21.22045;10.47;0.0;0.00;30.10;82.70;13.41;0.00;
C67;D05;X29;;1;21.22255;10.35;0.0;0.00;30.10;82.72;13.35;0.00;
C67;D04;X28;;1;21.22460;13.22;0.0;0.00;30.10;82.63;13.42;0.00;
C67;D03;X27;;1;21.22660;11.14;0.0;0.00;30.00;82.66;13.41;0.00;
C67;D02;X26;;1;21.22861;13.35;0.0;0.00;30.10;82.65;13.42;0.00;
C67;D01;X25;;1;21.23060;10.62;0.0;0.00;30.10;82.62;13.42;0.00;
C67;E01;X33;;1;21.23261;10.17;0.0;0.00;30.00;82.49;13.42;0.00;
C67;E02;X34;;1;21.23469;12.65;0.0;0.00;30.00;82.66;13.43;0.00;
C67;E03;X35;;1;21.23668;11.01;0.0;0.00;30.10;82.70;13.42;0.00;
C67;E04;X36;;1;21.23871;13.10;0.0;0.00;30.00;82.70;13.43;0.00;
C67;E05;X37;;1;21.24071;10.35;0.0;0.00;30.00;82.70;13.42;0.00;
C67;E06;X38;;1;21.24274;10.34;0.0;0.00;30.00;82.79;13.43;0.00;
C67;E07;X39;;1;21.24476;10.08;0.0;0.00;30.00;82.77;13.42;0.00;
C67;E08;X40;;1;21.24687;9.87;0.0;0.00;30.00;82.66;13.43;0.00;
C67;F08;X48;;1;21.24902;16.65;0.0;0.00;30.00;82.71;13.42;0.00;
C67;F07;X47;;1;21.25103;9.71;0.0;0.00;30.00;82.68;13.43;0.00;
C67;F06;X46;;1;21.25299;9.82;0.0;0.00;30.00;82.55;13.42;0.00;
C67;F05;X45;;1;21.25501;9.75;0.0;0.00;30.00;82.42;13.42;0.00;
C67;F04;X44;;1;21.25699;14.29;0.0;0.00;30.00;82.42;13.42;0.00;
C67;F03;X43;;1;21.25896;10.88;0.0;0.00;30.00;82.43;13.42;0.00;
C67;F02;X42;;1;21.26100;12.13;0.0;0.00;30.00;82.36;13.41;0.00;
C67;F01;X41;;1;21.26297;10.47;0.0;0.00;30.00;82.49;13.43;0.00;
R;;;;2;21.26850;95.35;0.0;31.10;30.00;82.88;13.42;0.00;test measure for referencing with gain 22 and 9
C67;A01;X1;;2;21.27359;47.70;0.0;0.00;30.00;83.14;13.43;0.00;
C67;A02;X2;;2;21.27569;48.56;0.0;0.00;30.00;83.21;13.43;0.00;
C67;A03;X3;;2;21.27774;49.35;0.0;0.00;30.10;83.21;13.43;0.00;
C67;A04;X4;;2;21.27972;49.58;0.0;0.00;30.00;83.27;13.43;0.00;
C67;A05;X5;;2;21.28168;38.94;0.0;0.00;30.10;83.27;13.41;0.00;
C67;A06;X6;;2;21.28369;40.11;0.0;0.00;30.00;83.20;13.42;0.00;
C67;A07;X7;;2;21.28566;37.43;0.0;0.00;30.00;83.08;13.43;0.00;
C67;A08;X8;;2;21.28763;41.27;0.0;0.00;30.00;83.06;13.42;0.00;
C67;B08;X16;;2;21.28967;43.24;0.0;0.00;30.10;82.94;13.42;0.00;
C67;B07;X15;;2;21.29167;40.40;0.0;0.00;30.10;82.84;13.42;0.00;
C67;B06;X14;;2;21.29363;41.24;0.0;0.00;30.10;82.81;13.42;0.00;
C67;B05;X13;;2;21.29563;40.66;0.0;0.00;30.10;82.91;13.43;0.00;
C67;B04;X12;;2;21.29764;50.99;0.0;0.00;30.10;82.80;13.42;0.00;
C67;B03;X11;;2;21.29965;47.96;0.0;0.00;30.10;82.74;13.42;0.00;
C67;B02;X10;;2;21.30161;50.57;0.0;0.00;30.10;82.68;13.42;0.00;
C67;B01;X9;;2;21.30361;48.66;0.0;0.00;30.10;82.74;13.42;0.00;
C67;C01;X17;;2;21.30564;47.65;0.0;0.00;30.10;82.68;13.44;0.00;
C67;C02;X18;;2;21.30760;50.18;0.0;0.00;30.10;82.75;13.42;0.00;
C67;C03;X19;;2;21.30957;47.83;0.0;0.00;30.10;82.69;13.41;0.00;
C67;C04;X20;;2;21.31170;51.37;0.0;0.00;30.10;82.61;13.43;0.00;
C67;C05;X21;;2;21.31369;40.41;0.0;0.00;30.10;82.49;13.42;0.00;
C67;C06;X22;;2;21.31565;41.87;0.0;0.00;30.10;82.50;13.42;0.00;
C67;C07;X23;;2;21.31763;43.42;0.0;0.00;30.10;82.49;13.43;0.00;
C67;C08;X24;;2;21.31967;42.19;0.0;0.00;30.10;82.35;13.43;0.00;
C67;D08;X32;;2;21.32183;43.14;0.0;0.00;30.10;82.22;13.43;0.00;
C67;D07;X31;;2;21.32387;42.58;0.0;0.00;30.10;82.22;13.42;0.00;
C67;D06;X30;;2;21.32585;45.54;0.0;0.00;30.10;82.09;13.44;0.00;
C67;D05;X29;;2;21.32793;45.00;0.0;0.00;30.10;82.01;13.42;0.00;
C67;D04;X28;;2;21.32996;57.20;0.0;0.00;30.10;81.90;13.43;0.00;
C67;D03;X27;;2;21.33195;48.54;0.0;0.00;30.10;81.89;13.43;0.00;
C67;D02;X26;;2;21.33400;57.95;0.0;0.00;30.10;81.83;13.43;0.00;
C67;D01;X25;;2;21.33603;46.20;0.0;0.00;30.10;81.72;13.42;0.00;
C67;E01;X33;;2;21.33802;44.34;0.0;0.00;30.00;81.57;13.44;0.00;
C67;E02;X34;;2;21.34000;54.87;0.0;0.00;30.00;81.55;13.43;0.00;
C67;E03;X35;;2;21.34199;47.81;0.0;0.00;30.00;81.44;13.43;0.00;
C67;E04;X36;;2;21.34398;56.69;0.0;0.00;30.00;81.30;13.43;0.00;
C67;E05;X37;;2;21.34598;44.92;0.0;0.00;30.00;81.38;13.45;0.00;
C67;E06;X38;;2;21.34802;44.77;0.0;0.00;30.00;81.38;13.44;0.00;
C67;E07;X39;;2;21.35006;43.78;0.0;0.00;30.00;81.31;13.45;0.00;
C67;E08;X40;;2;21.35214;42.93;0.0;0.00;30.00;81.19;13.50;0.00;
C67;F08;X48;;2;21.35413;71.14;0.0;0.00;30.00;81.18;13.44;0.00;
C67;F07;X47;;2;21.35620;42.31;0.0;0.00;29.90;81.07;13.45;0.00;
C67;F06;X46;;2;21.35832;42.85;0.0;0.00;29.90;81.05;13.44;0.00;
C67;F05;X45;;2;21.36032;42.34;0.0;0.00;29.90;81.06;13.44;0.00;
C67;F04;X44;;2;21.36235;61.89;0.0;0.00;29.90;81.19;13.45;0.00;
C67;F03;X43;;2;21.36453;47.17;0.0;0.00;29.90;81.38;13.50;0.00;
C67;F02;X42;;2;21.36654;52.63;0.0;0.00;29.90;81.52;13.44;0.00;
C67;F01;X41;;2;21.36854;45.32;0.0;0.00;29.90;81.57;13.45;0.00;
R;;;;3;21.37572;95.98;0.0;31.13;29.90;81.87;13.50;0.00;test measure for referencing with gain 22 and 9
C67;A01;X1;;3;21.38291;157.42;0.0;0.00;29.90;82.10;13.44;0.00;
C67;A02;X2;;3;21.38496;161.26;0.0;0.00;29.90;82.31;13.45;0.00;
C67;A03;X3;;3;21.38694;162.94;0.0;0.00;29.90;82.49;13.44;0.00;
C67;A04;X4;;3;21.38899;164.17;0.0;0.00;29.90;82.70;13.44;0.00;
C67;A05;X5;;3;21.39103;129.28;0.0;0.00;29.90;82.88;13.43;0.00;
C67;A06;X6;;3;21.39306;132.56;0.0;0.00;29.90;83.14;13.43;0.00;
C67;A07;X7;;3;21.39507;123.71;0.0;0.00;29.90;83.34;13.44;0.00;
C67;A08;X8;;3;21.39702;137.21;0.0;0.00;29.90;83.49;13.42;0.00;
